,Technology Name,Country Name,num values,num years,First Year of Data,First Value,Last Year of Data,Last Value
2966,Electricity,IDN,37,37,1985,16.369,2021,309.35162
3060,Electricity,ARG,37,37,1985,45.303728,2021,152.46538142704264
2968,Electricity,IND,37,37,1985,186.3858336,2021,1714.8208691823463
2970,Electricity,HKG,37,37,1985,19.24944444444445,2021,37.057764243460234
2972,Electricity,CHN,37,37,1985,410.69,2021,8534.25
3061,Electricity,BRA,37,37,1985,193.68223389625032,2021,654.3500229503849
3074,Electricity,KAZ,37,37,1985,81.263,2021,114.36120351858202
3079,Electricity,IRN,37,37,1985,38.915,2021,357.8378091495685
3076,Electricity,SVN,32,32,1990,12.399,2021,15.943937663309995
3016,Electricity,LTU,37,37,1985,20.962,2021,4.783983475692496
2741,Ethanol,USA,40,40,1982,853443396.96,2021,56838249124.44
1642,Ethanol,BRA,52,52,1970,625000000.0,2021,29897914000.000004
6021,Flush Toilet,TUR,10,10,2011,91.0,2020,96.4
5886,Flush Toilet,CZE,11,11,2010,99.3,2020,99.7
5879,Flush Toilet,IRL,11,11,2010,99.8,2020,99.8
5874,Flush Toilet,ESP,11,11,2010,100.0,2020,99.6
5872,Flush Toilet,HRV,11,11,2010,99.4,2020,98.6
5871,Flush Toilet,CYP,11,11,2010,98.9,2020,99.6
5693,Flush Toilet,LTU,12,12,2010,83.8,2023,95.0
5866,Flush Toilet,EST,11,11,2010,88.9,2020,96.0
6014,Flush Toilet,ISL,10,10,2010,99.6,2019,100.0
5860,Flush Toilet,LUX,11,11,2010,99.5,2020,99.9
5888,Flush Toilet,NOR,11,11,2010,99.9,2020,100.0
5863,Flush Toilet,HUN,11,11,2010,93.4,2020,98.4
5793,Flush Toilet,BGR,12,12,2010,75.4,2023,90.4
5757,Flush Toilet,BEL,12,12,2010,99.7,2023,99.3
5788,Flush Toilet,USA,12,12,1860,0.01,1989,1.0
5734,Flush Toilet,PRT,12,12,2010,98.4,2023,99.6
5778,Flush Toilet,LVA,12,12,2010,83.2,2023,94.0
5768,Flush Toilet,GRC,12,12,2010,98.6,2023,99.7
5730,Flush Toilet,POL,12,12,2010,95.9,2023,99.4
5729,Flush Toilet,ROU,12,12,2010,59.1,2023,84.6
5763,Flush Toilet,FRA,12,12,2010,99.3,2023,99.2
5722,Flush Toilet,SVN,12,12,2010,99.6,2023,99.9
5760,Flush Toilet,ITA,12,12,2010,99.8,2023,99.1
5855,Flush Toilet,DEU,11,11,2010,98.4,2020,100.0
5856,Flush Toilet,DNK,11,11,2010,100.0,2020,99.5
5728,Flush Toilet,AUT,12,12,2010,98.8,2023,99.6
5893,Flush Toilet,FIN,11,11,2010,99.3,2020,99.7
5894,Flush Toilet,SWE,11,11,2010,100.0,2020,100.0
5892,Flush Toilet,SVK,11,11,2010,98.8,2020,99.0
5907,Flush Toilet,NLD,11,11,2010,100.0,2020,100.0
5896,Flush Toilet,CHE,11,11,2010,99.9,2020,100.0
5740,Flush Toilet,MLT,12,12,2010,99.9,2023,100.0
5899,Flush Toilet,MKD,11,11,2010,86.9,2020,96.8
5908,Flywheel Battery Storage,USA,11,11,2006,240.0,2020,87338.0
5731,Freezer,USA,12,12,1950,0.06,2011,0.358
4890,Geothermal Energy,AUS,21,21,2000,0.2,2021,0.31
4617,Geothermal Energy,MEX,22,22,2000,855.0,2021,976.0
4626,Geothermal Energy,SLV,22,22,2000,161.2,2021,204.4
4618,Geothermal Energy,KEN,22,22,2000,58.0,2021,863.0
4624,Geothermal Energy,GLP,22,22,2000,4.0,2021,15.0
4616,Geothermal Energy,NZL,22,22,2000,418.0,2021,984.0
5024,Geothermal Energy,AUT,20,20,2002,2.0,2021,0.915
4623,Geothermal Energy,GTM,22,22,2000,29.0,2021,49.2
4619,Geothermal Energy,JPN,22,22,2000,533.0,2021,481.0
4622,Geothermal Energy,ISL,22,22,2000,172.0,2021,756.158
4625,Geothermal Energy,ETH,22,22,2000,7.3,2021,7.3
4627,Geothermal Energy,CRI,22,22,2000,145.0,2021,261.86
4642,Geothermal Energy,USA,22,22,2000,2793.0,2021,3889.4
4621,Geothermal Energy,IDN,22,22,2000,525.0,2021,2276.9
5199,Geothermal Energy,CHN,19,19,2000,21.65,2018,25.75
5230,Geothermal Energy,DEU,18,18,2004,0.2,2021,40.0
5904,Geothermal Energy,FRA,11,11,2011,14.9,2021,16.15
4612,Geothermal Energy,RUS,22,22,2000,23.0,2021,81.4
4611,Geothermal Energy,THA,22,22,2000,0.3,2021,0.3
4613,Geothermal Energy,PRT,22,22,2000,14.0,2021,29.1
4707,Geothermal Energy,TUR,22,22,2000,18.0,2021,1676.188
4614,Geothermal Energy,PHL,22,22,2000,1846.7,2021,1928.1
4615,Geothermal Energy,NIC,22,22,2000,21.0,2021,153.24
4620,Geothermal Energy,ITA,22,22,2000,590.0,2021,801.79
119,Gold,JPN,132,132,1874,0.1,2007,8.532
46,Gold,AUS,154,154,1851,9.9,2004,262.0
285,Gold,ZAF,119,119,1884,3.0,2004,341.5
1605,Gold,KOR,54,54,1950,0.5,2003,27.0
305,Gold,GHA,116,116,1889,1.2,2004,63.1
551,Gold,PNG,73,73,1930,1.0,2007,57.5
69,Gold,NZL,148,148,1857,0.3,2004,7.3
346,Gold,ZWE,108,108,1898,0.6,2005,11.2
186,Gold,IND,120,120,1885,0.2,2005,2.9
539,Gold,FJI,74,74,1933,0.1,2007,0.932
389,Gold,CHN,96,96,1891,6.7,2004,215.0
379,Gold,PHL,97,97,1908,0.3,2008,35.568
1788,Gold,KOR,48,48,1891,1.1,1949,0.2
397,Gold,COD,95,95,1910,0.9,2004,0.4
283,Gold Production,USA,119,119,1900,202.95234549516007,2018,382.2269173492182
3728,Graphite,USA,28,28,1900,5158.372114668652,1953,9640.236411020103
5193,Ground Source Heat Pumps,NLD,19,19,2004,0.04,2022,1.6760000000000002
4911,HEPB3 Vaccine,BHS,21,21,2001,0.21,2021,0.75
4916,HEPB3 Vaccine,GUY,21,21,2001,0.85,2021,0.91
4866,HEPB3 Vaccine,MEX,22,22,2000,0.97,2021,0.8
3478,HEPB3 Vaccine,NIU,31,31,1991,0.99,2021,0.99
4864,HEPB3 Vaccine,CHN,22,22,2000,0.6,2021,0.99
4913,HEPB3 Vaccine,ATG,21,21,2001,0.96,2021,0.92
3463,HEPB3 Vaccine,NRU,31,31,1991,0.79,2021,0.98
4859,HEPB3 Vaccine,SVK,22,22,2000,0.98,2021,0.97
5566,HEPB3 Vaccine,LBR,14,14,2008,0.75,2021,0.66
4873,HEPB3 Vaccine,ECU,22,22,2000,0.36,2021,0.68
3489,HEPB3 Vaccine,SMR,31,31,1991,0.99,2021,0.9
3482,HEPB3 Vaccine,QAT,31,31,1991,0.86,2021,0.98
4912,HEPB3 Vaccine,AUS,21,21,2001,0.94,2021,0.95
4909,HEPB3 Vaccine,BRB,21,21,2001,0.18,2021,0.82
3470,HEPB3 Vaccine,VUT,31,31,1991,0.46,2021,0.62
3466,HEPB3 Vaccine,OMN,31,31,1991,0.94,2021,0.99
4665,HEPB3 Vaccine,BOL,22,22,2000,0.77,2021,0.7
4886,HEPB3 Vaccine,MOZ,21,21,2001,0.25,2021,0.61
4881,HEPB3 Vaccine,GEO,22,22,2000,0.55,2021,0.85
4845,HEPB3 Vaccine,UKR,22,22,2000,0.04,2021,0.77
3464,HEPB3 Vaccine,CYP,31,31,1991,0.2,2021,0.94
4846,HEPB3 Vaccine,TUR,22,22,2000,0.71,2021,0.96
4603,HEPB3 Vaccine,BLZ,22,22,2000,0.76,2021,0.83
4602,HEPB3 Vaccine,BLR,22,22,2000,0.7,2021,0.98
4857,HEPB3 Vaccine,HND,22,22,2000,0.93,2021,0.77
4601,HEPB3 Vaccine,AUT,22,22,2000,0.33,2021,0.85
4600,HEPB3 Vaccine,ARM,22,22,2000,0.55,2021,0.93
3469,HEPB3 Vaccine,PLW,31,31,1991,0.89,2021,0.96
4876,HEPB3 Vaccine,VEN,22,22,2000,0.05,2021,0.56
3903,HEPB3 Vaccine,SYC,27,27,1995,0.99,2021,0.94
3475,HEPB3 Vaccine,POL,31,31,1991,0.01,2021,0.9
4900,HEPB3 Vaccine,GRD,21,21,2001,0.96,2021,0.72
3598,HEPB3 Vaccine,GMB,30,30,1991,0.78,2021,0.82
3561,HEPB3 Vaccine,LBY,30,30,1992,0.88,2021,0.73
3769,HEPB3 Vaccine,ALB,28,28,1994,0.99,2021,0.98
3777,HEPB3 Vaccine,TUV,28,28,1994,0.17,2021,0.94
4023,HEPB3 Vaccine,BEL,25,25,1997,0.02,2021,0.97
4021,HEPB3 Vaccine,AND,25,25,1997,0.75,2021,0.98
4019,HEPB3 Vaccine,LUX,25,25,1997,0.49,2021,0.96
5680,HEPB3 Vaccine,GNB,13,13,2009,0.8,2021,0.67
3784,HEPB3 Vaccine,BRA,28,28,1994,0.04,2021,0.68
3804,HEPB3 Vaccine,IRQ,28,28,1994,0.4,2021,0.78
4006,HEPB3 Vaccine,CRI,25,25,1997,0.76,2021,0.94
4003,HEPB3 Vaccine,MUS,25,25,1997,0.9,2021,0.92
3996,HEPB3 Vaccine,ZAF,25,25,1997,0.74,2021,0.86
3974,HEPB3 Vaccine,TUN,26,26,1996,0.83,2021,0.95
3831,HEPB3 Vaccine,IRN,28,28,1994,0.62,2021,0.98
4039,HEPB3 Vaccine,FRA,24,24,1998,0.27,2021,0.91
3968,HEPB3 Vaccine,SWZ,26,26,1996,0.76,2021,0.77
5647,HEPB3 Vaccine,CAF,13,13,2009,0.42,2021,0.42
3958,HEPB3 Vaccine,ROU,26,26,1996,0.99,2021,0.86
3847,HEPB3 Vaccine,EGY,28,28,1994,0.57,2021,0.96
5638,HEPB3 Vaccine,NER,13,13,2009,0.71,2021,0.82
3945,HEPB3 Vaccine,BTN,26,26,1996,0.16,2021,0.98
3936,HEPB3 Vaccine,PHL,27,27,1995,0.38,2021,0.57
3934,HEPB3 Vaccine,JOR,27,27,1995,0.54,2021,0.77
3933,HEPB3 Vaccine,ZWE,27,27,1995,0.01,2021,0.86
3917,HEPB3 Vaccine,COL,27,27,1995,0.71,2021,0.86
3912,HEPB3 Vaccine,BWA,27,27,1995,0.73,2021,0.95
3896,HEPB3 Vaccine,PRT,27,27,1995,0.06,2021,0.99
3905,HEPB3 Vaccine,PSE,27,27,1995,0.93,2021,0.95
3904,HEPB3 Vaccine,MDA,27,27,1995,0.19,2021,0.87
3964,HEPB3 Vaccine,ESP,26,26,1996,0.82,2021,0.92
3541,HEPB3 Vaccine,BHR,30,30,1992,0.57,2021,0.98
4043,HEPB3 Vaccine,LTU,24,24,1998,0.73,2021,0.9
3660,HEPB3 Vaccine,ARE,29,29,1993,0.9,2021,0.95
5574,HEPB3 Vaccine,TGO,14,14,2008,0.24,2021,0.83
4095,HEPB3 Vaccine,NIC,23,23,1999,0.8,2021,0.87
3570,HEPB3 Vaccine,WSM,30,30,1992,0.18,2021,0.85
4091,HEPB3 Vaccine,URY,23,23,1999,0.93,2021,0.89
3572,HEPB3 Vaccine,BGR,30,30,1992,0.71,2021,0.89
4089,HEPB3 Vaccine,MAR,23,23,1999,0.1,2021,0.99
4088,HEPB3 Vaccine,MCO,23,23,1999,0.99,2021,0.99
5716,HEPB3 Vaccine,IRL,12,12,2010,0.46,2021,0.93
3593,HEPB3 Vaccine,NZL,30,30,1992,0.67,2021,0.9
3459,HEPB3 Vaccine,GRC,31,31,1991,0.1,2021,0.96
3609,HEPB3 Vaccine,IDN,30,30,1992,0.28,2021,0.67
4083,HEPB3 Vaccine,LBN,23,23,1999,0.86,2021,0.67
4081,HEPB3 Vaccine,SLV,23,23,1999,0.01,2021,0.79
3663,HEPB3 Vaccine,SLB,29,29,1993,0.53,2021,0.87
4080,HEPB3 Vaccine,KGZ,23,23,1999,0.1,2021,0.89
4077,HEPB3 Vaccine,YEM,23,23,1999,0.09,2021,0.72
3635,HEPB3 Vaccine,ISR,30,30,1992,0.92,2021,0.96
4073,HEPB3 Vaccine,LVA,24,24,1998,0.09,2021,0.94
3636,HEPB3 Vaccine,THA,30,30,1992,0.15,2021,0.97
3640,HEPB3 Vaccine,SYR,30,30,1992,0.05,2021,0.48
3644,HEPB3 Vaccine,DEU,29,29,1993,0.15,2021,0.87
4068,HEPB3 Vaccine,KAZ,24,24,1998,0.49,2021,0.95
3646,HEPB3 Vaccine,CUB,29,29,1993,0.84,2021,0.99
3651,HEPB3 Vaccine,FJI,29,29,1993,0.88,2021,0.99
4058,HEPB3 Vaccine,KNA,24,24,1998,0.99,2021,0.96
4052,HEPB3 Vaccine,DOM,24,24,1998,0.62,2021,0.83
3658,HEPB3 Vaccine,USA,29,29,1993,0.16,2021,0.91
3659,HEPB3 Vaccine,MDV,29,29,1993,0.21,2021,0.96
3620,HEPB3 Vaccine,KWT,30,30,1992,0.38,2021,0.94
4921,HEPB3 Vaccine,PAN,21,21,2001,0.98,2021,0.74
3899,HEPB3 Vaccine,KOR,27,27,1995,0.99,2021,0.98
3306,HEPB3 Vaccine,TON,32,32,1990,0.94,2021,0.99
5148,HEPB3 Vaccine,STP,19,19,2003,0.43,2021,0.97
5146,HEPB3 Vaccine,VCT,19,19,2003,0.31,2021,0.97
5510,HEPB3 Vaccine,TLS,14,14,2008,0.79,2021,0.86
5327,HEPB3 Vaccine,NGA,17,17,2005,0.18,2021,0.56
3277,HEPB3 Vaccine,FSM,33,33,1989,0.47,2021,0.79
5339,HEPB3 Vaccine,ZMB,17,17,2005,0.82,2021,0.91
5341,HEPB3 Vaccine,SDN,17,17,2005,0.22,2021,0.84
5347,HEPB3 Vaccine,GAB,17,17,2005,0.28,2021,0.75
3286,HEPB3 Vaccine,MHL,33,33,1989,0.03,2021,0.89
5319,HEPB3 Vaccine,SUR,17,17,2005,0.83,2021,0.72
5134,HEPB3 Vaccine,LKA,19,19,2003,0.32,2021,0.96
5124,HEPB3 Vaccine,PER,19,19,2003,0.65,2021,0.82
5115,HEPB3 Vaccine,PRY,19,19,2003,0.86,2021,0.7
5111,HEPB3 Vaccine,PAK,19,19,2003,0.62,2021,0.83
5884,HEPB3 Vaccine,SWE,11,11,2011,0.29,2021,0.98
3287,HEPB3 Vaccine,MYS,33,33,1989,0.69,2021,0.94
5103,HEPB3 Vaccine,UZB,20,20,2002,0.62,2021,0.98
5162,HEPB3 Vaccine,COM,19,19,2003,0.28,2021,0.85
5096,HEPB3 Vaccine,CPV,20,20,2002,0.4,2021,0.94
5377,HEPB3 Vaccine,KHM,16,16,2006,0.8,2021,0.92
5350,HEPB3 Vaccine,CMR,17,17,2005,0.79,2021,0.69
5092,HEPB3 Vaccine,AZE,20,20,2002,0.5,2021,0.89
5862,HEPB3 Vaccine,NLD,11,11,2011,0.2,2021,0.93
5295,HEPB3 Vaccine,GTM,17,17,2005,0.87,2021,0.79
5167,HEPB3 Vaccine,LSO,19,19,2003,0.17,2021,0.87
5169,HEPB3 Vaccine,LAO,19,19,2003,0.5,2021,0.75
5158,HEPB3 Vaccine,BGD,19,19,2003,0.05,2021,0.98
5171,HEPB3 Vaccine,JAM,19,19,2003,0.36,2021,0.89
5180,HEPB3 Vaccine,PRK,19,19,2003,0.27,2021,0.41
5189,HEPB3 Vaccine,CAN,19,19,2003,0.14,2021,0.84
5191,HEPB3 Vaccine,NPL,19,19,2003,0.02,2021,0.91
5196,HEPB3 Vaccine,MLI,19,19,2003,0.79,2021,0.77
5197,HEPB3 Vaccine,MLT,19,19,2003,0.89,2021,0.99
5309,HEPB3 Vaccine,MKD,17,17,2005,0.53,2021,0.79
5204,HEPB3 Vaccine,MMR,19,19,2003,0.08,2021,0.37
5258,HEPB3 Vaccine,DZA,18,18,2004,0.81,2021,0.91
5259,HEPB3 Vaccine,EST,18,18,2004,0.9,2021,0.84
5266,HEPB3 Vaccine,BIH,18,18,2004,0.36,2021,0.8
5270,HEPB3 Vaccine,SEN,18,18,2004,0.54,2021,0.86
5272,HEPB3 Vaccine,SRB,18,18,2004,0.89,2021,0.87
5274,HEPB3 Vaccine,IND,18,18,2004,0.06,2021,0.85
5152,HEPB3 Vaccine,VNM,19,19,2003,0.78,2021,0.83
5292,HEPB3 Vaccine,MRT,17,17,2005,0.42,2021,0.68
5759,HEPB3 Vaccine,NAM,12,12,2010,0.83,2021,0.93
5253,HEPB3 Vaccine,BDI,18,18,2004,0.83,2021,0.94
5090,HEPB3 Vaccine,ARG,20,20,2002,0.66,2021,0.76
3447,HEPB3 Vaccine,ITA,31,31,1991,0.95,2021,0.94
5378,HEPB3 Vaccine,MNE,16,16,2006,0.9,2021,0.51
5018,HEPB3 Vaccine,TJK,20,20,2002,0.39,2021,0.97
5016,HEPB3 Vaccine,TTO,20,20,2002,0.05,2021,0.94
5013,HEPB3 Vaccine,TKM,20,20,2002,0.96,2021,0.97
5089,HEPB3 Vaccine,BEN,20,20,2002,0.15,2021,0.76
5007,HEPB3 Vaccine,MWI,20,20,2002,0.64,2021,0.93
5006,HEPB3 Vaccine,MDG,20,20,2002,0.51,2021,0.55
4998,HEPB3 Vaccine,KEN,20,20,2002,0.84,2021,0.91
3438,HEPB3 Vaccine,MNG,31,31,1991,0.18,2021,0.95
4981,HEPB3 Vaccine,CIV,21,21,2001,0.1,2021,0.76
5447,HEPB3 Vaccine,COG,15,15,2007,0.64,2021,0.77
5448,HEPB3 Vaccine,HRV,15,15,2007,0.94,2021,0.9
5451,HEPB3 Vaccine,COD,15,15,2007,0.65,2021,0.65
4965,HEPB3 Vaccine,RUS,21,21,2001,0.43,2021,0.97
5455,HEPB3 Vaccine,DJI,15,15,2007,0.25,2021,0.59
5482,HEPB3 Vaccine,ETH,15,15,2007,0.47,2021,0.65
5485,HEPB3 Vaccine,AFG,15,15,2007,0.63,2021,0.66
5487,HEPB3 Vaccine,AGO,15,15,2007,0.43,2021,0.41
5428,HEPB3 Vaccine,SLE,15,15,2007,0.63,2021,0.92
3419,HEPB3 Vaccine,KIR,32,32,1990,0.73,2021,0.94
5011,HEPB3 Vaccine,UGA,20,20,2002,0.29,2021,0.91
5412,HEPB3 Vaccine,BFA,16,16,2006,0.76,2021,0.91
3413,HEPB3 Vaccine,SGP,32,32,1990,0.74,2021,0.96
5544,HEPB3 Vaccine,TCD,14,14,2008,0.17,2021,0.58
3411,HEPB3 Vaccine,SAU,32,32,1990,0.66,2021,0.97
5046,HEPB3 Vaccine,TZA,20,20,2002,0.89,2021,0.81
5390,HEPB3 Vaccine,CHL,16,16,2006,0.95,2021,0.98
5399,HEPB3 Vaccine,DMA,16,16,2006,0.07,2021,0.92
5080,HEPB3 Vaccine,CZE,20,20,2002,0.86,2021,0.94
3372,HEPB3 Vaccine,PNG,32,32,1990,0.2,2021,0.31
5050,HEPB3 Vaccine,LCA,20,20,2002,0.14,2021,0.8
3388,HEPB3 Vaccine,COK,32,32,1990,0.71,2021,0.98
5424,HEPB3 Vaccine,GIN,15,15,2007,0.57,2021,0.47
5072,HEPB3 Vaccine,GHA,20,20,2002,0.8,2021,0.98
5055,HEPB3 Vaccine,RWA,20,20,2002,0.88,2021,0.88
3380,HEPB3 Vaccine,BRN,32,32,1990,0.96,2021,0.99
5068,HEPB3 Vaccine,ERI,20,20,2002,0.86,2021,0.95
5381,HEPBB Vaccine,PNG,16,16,2006,0.35,2021,0.22
5913,HEPBB Vaccine,LVA,10,10,2000,0.98,2009,0.97
5492,HEPBB Vaccine,KHM,15,15,2007,0.22,2021,0.86
5472,HEPBB Vaccine,VNM,15,15,2007,0.27,2021,0.77
5252,HEPBB Vaccine,ARG,18,18,2004,0.65,2021,0.73
5261,HEPBB Vaccine,CHN,18,18,2004,0.76,2021,0.95
5254,HEPBB Vaccine,DZA,18,18,2004,0.97,2021,0.99
5264,HEPBB Vaccine,IRQ,18,18,2004,0.92,2021,0.48
5444,HEPBB Vaccine,TUN,15,15,2007,0.89,2021,0.74
5441,HEPBB Vaccine,HND,15,15,2007,0.44,2021,0.72
5392,HEPBB Vaccine,NGA,15,15,2007,0.02,2021,0.52
5276,HEPBB Vaccine,SRB,18,18,2004,0.98,2021,0.99
5829,HEPBB Vaccine,BTN,11,11,2011,0.29,2021,0.84
5288,HEPBB Vaccine,BLR,17,17,2005,0.99,2021,0.98
5408,HEPBB Vaccine,SUR,16,16,2006,0.64,2021,0.79
5432,HEPBB Vaccine,PHL,15,15,2007,0.09,2021,0.39
5357,HEPBB Vaccine,MKD,16,16,2006,0.88,2021,0.97
4954,HEPBB Vaccine,SLB,21,21,2001,0.99,2021,0.76
4431,HEPBB Vaccine,ARE,22,22,2000,0.98,2021,0.96
4437,HEPBB Vaccine,COK,22,22,2000,0.76,2021,0.99
4479,HEPBB Vaccine,OMN,22,22,2000,0.99,2021,0.99
4480,HEPBB Vaccine,NIU,22,22,2000,0.99,2021,0.99
4481,HEPBB Vaccine,NRU,22,22,2000,0.98,2021,0.99
4483,HEPBB Vaccine,MNG,22,22,2000,0.96,2021,0.98
4484,HEPBB Vaccine,PRT,22,22,2000,0.64,2021,0.97
5144,HEPBB Vaccine,SGP,19,19,2003,0.77,2021,0.91
4432,HEPBB Vaccine,CUB,22,22,2000,0.99,2021,0.99
5142,HEPBB Vaccine,PRK,19,19,2003,0.28,2021,0.99
5993,HEPBB Vaccine,ECU,10,10,2012,0.16,2021,0.61
5105,HEPBB Vaccine,TUR,19,19,2003,0.78,2021,0.99
5754,HEPBB Vaccine,GTM,12,12,2010,0.15,2021,0.48
5752,HEPBB Vaccine,MAR,12,12,2010,0.2,2021,0.41
5075,HEPBB Vaccine,CPV,20,20,2002,0.77,2021,0.96
5058,HEPBB Vaccine,TKM,20,20,2002,0.98,2021,0.99
5051,HEPBB Vaccine,TJK,20,20,2002,0.8,2021,0.99
5559,HEPBB Vaccine,AND,14,14,2003,0.96,2016,0.94
5043,HEPBB Vaccine,USA,20,20,2002,0.21,2021,0.69
5042,HEPBB Vaccine,UZB,20,20,2002,0.99,2021,0.99
5026,HEPBB Vaccine,AZE,20,20,2002,0.82,2021,0.98
4872,HEPBB Vaccine,ALB,22,22,2000,0.98,2021,0.99
5981,HEPBB Vaccine,DJI,10,10,2012,0.87,2021,0.61
4979,HEPBB Vaccine,PAN,21,21,2001,0.02,2021,0.86
4968,HEPBB Vaccine,SAU,21,21,2001,0.94,2021,0.98
4964,HEPBB Vaccine,UKR,21,21,2001,0.34,2021,0.56
5555,HEPBB Vaccine,IND,14,14,2008,0.08,2021,0.55
4931,HEPBB Vaccine,GEO,21,21,2001,0.69,2021,0.95
4932,HEPBB Vaccine,FJI,21,21,2001,0.99,2021,0.99
4935,HEPBB Vaccine,DOM,21,21,2001,0.81,2021,0.66
4938,HEPBB Vaccine,CRI,21,21,2001,0.87,2021,0.78
4478,HEPBB Vaccine,PLW,22,22,2000,0.99,2021,0.99
4477,HEPBB Vaccine,FSM,22,22,2000,0.65,2021,0.65
4524,HEPBB Vaccine,ARM,22,22,2000,0.97,2021,0.94
4453,HEPBB Vaccine,LTU,22,22,2000,0.99,2021,0.93
4466,HEPBB Vaccine,MYS,22,22,2000,0.92,2021,0.99
4467,HEPBB Vaccine,MHL,22,22,2000,0.99,2021,0.91
4454,HEPBB Vaccine,LBN,22,22,2000,0.9,2021,0.8
4468,HEPBB Vaccine,PSE,22,22,2000,0.95,2021,0.99
4462,HEPBB Vaccine,KAZ,22,22,2000,0.98,2021,0.92
4460,HEPBB Vaccine,KIR,22,22,2000,0.8,2021,0.95
4448,HEPBB Vaccine,TUV,22,22,2000,0.99,2021,0.99
4463,HEPBB Vaccine,ISR,22,22,2000,0.96,2021,0.95
4449,HEPBB Vaccine,IRN,22,22,2000,0.99,2021,0.96
4470,HEPBB Vaccine,WSM,22,22,2000,0.86,2021,0.89
4458,HEPBB Vaccine,KWT,22,22,2000,0.94,2021,0.93
4446,HEPBB Vaccine,TON,22,22,2000,0.99,2021,0.99
4442,HEPBB Vaccine,BRA,22,22,2000,0.99,2021,0.62
4471,HEPBB Vaccine,ROU,22,22,2000,0.99,2021,0.97
4473,HEPBB Vaccine,MDA,22,22,2000,0.93,2021,0.93
4474,HEPBB Vaccine,QAT,22,22,2000,0.99,2021,0.99
4440,HEPBB Vaccine,BGR,22,22,2000,0.98,2021,0.97
4439,HEPBB Vaccine,VEN,22,22,2000,0.14,2021,0.37
4476,HEPBB Vaccine,POL,22,22,2000,0.99,2021,0.79
4457,HEPBB Vaccine,KGZ,22,22,2000,0.45,2021,0.96
5155,HEPBB Vaccine,PER,19,19,2003,0.6,2021,0.77
5648,HIB3 Vaccine,COM,13,13,2009,0.38,2021,0.85
5645,HIB3 Vaccine,CMR,13,13,2009,0.8,2021,0.69
5739,HIB3 Vaccine,LAO,12,12,2010,0.74,2021,0.75
5643,HIB3 Vaccine,BGD,13,13,2009,0.97,2021,0.98
5641,HIB3 Vaccine,CAF,13,13,2009,0.42,2021,0.42
5783,HIB3 Vaccine,NAM,12,12,2010,0.83,2021,0.93
5823,HIB3 Vaccine,NPL,11,11,2011,0.92,2021,0.91
3861,HIB3 Vaccine,LVA,28,28,1994,0.1,2021,0.93
5634,HIB3 Vaccine,UZB,13,13,2009,0.98,2021,0.98
5901,HIB3 Vaccine,CPV,11,11,2011,0.9,2021,0.94
5905,HIB3 Vaccine,JPN,11,11,2011,0.99,2021,0.95
5632,HIB3 Vaccine,TZA,13,13,2009,0.85,2021,0.81
5630,HIB3 Vaccine,TUV,13,13,2009,0.84,2021,0.94
3874,HIB3 Vaccine,ISR,28,28,1994,0.92,2021,0.98
3448,HIB3 Vaccine,ISL,31,31,1991,0.99,2021,0.92
5625,HIB3 Vaccine,ALB,13,13,2009,0.98,2021,0.98
5775,HIB3 Vaccine,BGR,12,12,2010,0.91,2021,0.89
5622,HIB3 Vaccine,AFG,13,13,2009,0.63,2021,0.66
3462,HIB3 Vaccine,DEU,31,31,1991,0.6,2021,0.9
3566,HIB3 Vaccine,FIN,30,30,1992,0.97,2021,0.89
5660,HIB3 Vaccine,PNG,13,13,2009,0.73,2021,0.31
5652,HIB3 Vaccine,PAK,13,13,2009,0.52,2021,0.83
3657,HIB3 Vaccine,DNK,29,29,1993,0.82,2021,0.97
5834,HIB3 Vaccine,ROU,11,11,2011,0.89,2021,0.86
5796,HIB3 Vaccine,VNM,12,12,2010,0.63,2021,0.83
3667,HIB3 Vaccine,GBR,29,29,1993,0.89,2021,0.93
5794,HIB3 Vaccine,GAB,12,12,2010,0.67,2021,0.75
5698,HIB3 Vaccine,GEO,12,12,2010,0.67,2021,0.85
5706,HIB3 Vaccine,KGZ,12,12,2010,0.96,2021,0.88
5694,HIB3 Vaccine,SYC,12,12,2010,0.99,2021,0.94
5735,HIB3 Vaccine,LKA,12,12,2010,0.99,2021,0.96
5692,HIB3 Vaccine,PHL,12,12,2010,0.02,2021,0.57
3750,HIB3 Vaccine,GRC,28,28,1994,0.02,2021,0.99
5868,HIB3 Vaccine,VUT,11,11,2011,0.64,2021,0.62
5650,HIB3 Vaccine,COG,13,13,2009,0.72,2021,0.77
5869,HIB3 Vaccine,AZE,11,11,2011,0.36,2021,0.89
5709,HIB3 Vaccine,TKM,12,12,2010,0.58,2021,0.97
3468,HIB3 Vaccine,SWE,31,31,1991,0.55,2021,0.98
5789,HIB3 Vaccine,ARM,12,12,2010,0.48,2021,0.93
5675,HIB3 Vaccine,LSO,13,13,2009,0.91,2021,0.87
5671,HIB3 Vaccine,COK,13,13,2009,0.82,2021,0.98
