Year of Project Year,Technology Mid-Type,Country,Technology Broad Category,Technology Sub-Type,Subsystem 1 - Technology Broad Category,Subsystem 1 - Technology Mid-Type,Subsystem 1 - Technology Sub-Type,Discharge Duration at Rated Power (hrs),Rated Capacity (kWh),Rated Power (kW),Storage Capacity (kWh)
2014,Lithium-ion battery,Italy,Electro-chemical battery and chemical storage,Technology Sub-Type Unknown,Electro-chemical battery and chemical storage,Lithium-ion battery,,0.5,540,1080,540
2014,Lithium-ion battery,Canada,Electro-chemical battery and chemical storage,Technology Sub-Type Unknown,Electro-chemical battery and chemical storage,Lithium-ion battery,,0.68,2720,4000,2720
2014,Lithium-ion battery,United States,Electro-chemical battery and chemical storage,Technology Sub-Type Unknown,Electro-chemical battery and chemical storage,Lithium-ion battery,,2,50,25,50
2014,Lithium-ion battery,United States,Electro-chemical battery and chemical storage,Technology Sub-Type Unknown,Electro-chemical battery and chemical storage,Lithium-ion battery,,2,50,25,50
2014,Lithium-ion battery,United States,Electro-chemical battery and chemical storage,Technology Sub-Type Unknown,Electro-chemical battery and chemical storage,Lithium-ion battery,,2,50,25,50
2014,Lithium-ion battery,United States,Electro-chemical battery and chemical storage,Technology Sub-Type Unknown,Electro-chemical battery and chemical storage,Lithium-ion battery,,1,60,60,60
2014,Lithium-ion battery,France,Electro-chemical battery and chemical storage,Technology Sub-Type Unknown,Electro-chemical battery and chemical storage,Lithium-ion battery,,2,9000,4500,9000
2014,Lithium-ion battery,United States,Electro-chemical battery and chemical storage,Technology Sub-Type Unknown,Electro-chemical battery and chemical storage,Lithium-ion battery,,3,3000,1000,3000
2014,Lithium-ion battery,Italy,Electro-chemical battery and chemical storage,Technology Sub-Type Unknown,Electro-chemical battery and chemical storage,Lithium-ion battery,,0.5,1000,2000,1000
2014,Lithium-ion battery,Japan,Electro-chemical battery and chemical storage,Lithium-ion titanate battery,Electro-chemical battery and chemical storage,Lithium-ion battery,Lithium-ion titanate battery,0.38,1140,3000,1140
2014,Lithium-ion battery,Japan,Electro-chemical battery and chemical storage,Lithium-ion titanate battery,Electro-chemical battery and chemical storage,Lithium-ion battery,Lithium-ion titanate battery,0.38,760,2000,760
2014,Lithium-ion battery,United States,Electro-chemical battery and chemical storage,Technology Sub-Type Unknown,Electro-chemical battery and chemical storage,Lithium-ion battery,,3,3000,1000,3000
2014,Lithium-ion battery,United States,Electro-chemical battery and chemical storage,Technology Sub-Type Unknown,Electro-chemical battery and chemical storage,Lithium-ion battery,,3,3000,1000,3000
2014,Lithium-ion battery,United States,Electro-chemical battery and chemical storage,Lithium-iron phosphate battery,Electro-chemical battery and chemical storage,Lithium-ion battery,Lithium-iron phosphate battery,2.2,4400,2000,4400
2014,Lithium-ion battery,Spain,Electro-chemical battery and chemical storage,Technology Sub-Type Unknown,Electro-chemical battery and chemical storage,Lithium-ion battery,,1,23,23,23
2014,Lithium-ion battery,Spain,Electro-chemical battery and chemical storage,Technology Sub-Type Unknown,Electro-chemical battery and chemical storage,Lithium-ion battery,,1,47,47,47
2014,Lithium-ion battery,United States,Electro-chemical battery and chemical storage,Technology Sub-Type Unknown,Electro-chemical battery and chemical storage,Lithium-ion battery,,2.5,200,80,200
2014,Lithium-ion battery,United States,Electro-chemical battery and chemical storage,Technology Sub-Type Unknown,Electro-chemical battery and chemical storage,Lithium-ion battery,,1,30,30,30
2014,Lithium-ion battery,United States,Electro-chemical battery and chemical storage,Technology Sub-Type Unknown,Electro-chemical battery and chemical storage,Lithium-ion battery,,2,400,200,400
2014,Lithium-ion battery,China,Electro-chemical battery and chemical storage,Lithium-iron phosphate battery,Electro-chemical battery and chemical storage,Lithium-ion battery,Lithium-iron phosphate battery,2,2000,1000,2000
2014,Lithium-ion battery,Chile,Electro-chemical battery and chemical storage,Lithium-nickel-manganese-cobalt battery,Electro-chemical battery and chemical storage,Lithium-ion battery,Lithium-nickel-manganese-cobalt battery,0.33,3960,12000,3960
2014,Lithium-ion battery,Germany,Electro-chemical battery and chemical storage,Technology Sub-Type Unknown,Electro-chemical battery and chemical storage,Lithium-ion battery,,0,,30000,0
2014,Lithium-ion battery,United States,Electro-chemical battery and chemical storage,Lithium-iron phosphate battery,Electro-chemical battery and chemical storage,Lithium-ion battery,Lithium-iron phosphate battery,4,20,5,20
2014,Lithium-ion battery,United States,Electro-chemical battery and chemical storage,Lithium-iron phosphate battery,Electro-chemical battery and chemical storage,Lithium-ion battery,Lithium-iron phosphate battery,4,20,5,20
2014,Lithium-ion battery,United States,Electro-chemical battery and chemical storage,Lithium-iron phosphate battery,Electro-chemical battery and chemical storage,Lithium-ion battery,Lithium-iron phosphate battery,8,40,5,40
2014,Lithium-ion battery,United States,Electro-chemical battery and chemical storage,Lithium-iron phosphate battery,Electro-chemical battery and chemical storage,Lithium-ion battery,Lithium-iron phosphate battery,4.33,90.93,21,90.93
2014,Lithium-ion battery,United States,Electro-chemical battery and chemical storage,Lithium-iron phosphate battery,Electro-chemical battery and chemical storage,Lithium-ion battery,Lithium-iron phosphate battery,5,25,5,25
2014,Lithium-ion battery,United States,Electro-chemical battery and chemical storage,Technology Sub-Type Unknown,Electro-chemical battery and chemical storage,Lithium-ion battery,,1,30,30,30
2014,Lithium-ion battery,United States,Electro-chemical battery and chemical storage,Technology Sub-Type Unknown,Electro-chemical battery and chemical storage,Lithium-ion battery,,1,18,18,18
2014,Lithium-ion battery,United States,Electro-chemical battery and chemical storage,Lithium-iron phosphate battery,Electro-chemical battery and chemical storage,Lithium-ion battery,Lithium-iron phosphate battery,8,192,24,192
2014,Lithium-ion battery,United States,Electro-chemical battery and chemical storage,Lithium-iron phosphate battery,Electro-chemical battery and chemical storage,Lithium-ion battery,Lithium-iron phosphate battery,7,77,11,77
2014,Lithium-ion battery,United States,Electro-chemical battery and chemical storage,Lithium-iron phosphate battery,Electro-chemical battery and chemical storage,Lithium-ion battery,Lithium-iron phosphate battery,3,15,5,15
2014,Lithium-ion battery,United States,Electro-chemical battery and chemical storage,Technology Sub-Type Unknown,Electro-chemical battery and chemical storage,Lithium-ion battery,,1.12,181.44,162,181.44
2014,Lithium-ion battery,Japan,Electro-chemical battery and chemical storage,Technology Sub-Type Unknown,Electro-chemical battery and chemical storage,Lithium-ion battery,,0.5,1000,2000,1000
2014,Lithium-ion battery,Japan,Electro-chemical battery and chemical storage,Technology Sub-Type Unknown,Electro-chemical battery and chemical storage,Lithium-ion battery,,2.8,2800,1000,2800
2014,Lithium-ion battery,United States,Electro-chemical battery and chemical storage,Technology Sub-Type Unknown,Electro-chemical battery and chemical storage,Lithium-ion battery,,5.33,79.95,15,79.95
2014,Lithium-ion battery,Germany,Electro-chemical battery and chemical storage,Technology Sub-Type Unknown,Electro-chemical battery and chemical storage,Lithium-ion battery,,2,6,3,6
2014,Lithium-ion battery,Netherlands,Electro-chemical battery and chemical storage,Lithium-iron phosphate battery,Electro-chemical battery and chemical storage,Lithium-ion battery,Lithium-iron phosphate battery,2.65,159,60,159
2014,Lithium-ion battery,Netherlands,Electro-chemical battery and chemical storage,Lithium-iron phosphate battery,Electro-chemical battery and chemical storage,Lithium-ion battery,Lithium-iron phosphate battery,0.83,49.8,60,49.8
2014,Lithium-ion battery,Netherlands,Electro-chemical battery and chemical storage,Lithium-iron phosphate battery,Electro-chemical battery and chemical storage,Lithium-ion battery,Lithium-iron phosphate battery,0.83,49.8,60,49.8
2014,Lithium-ion battery,South Korea,Electro-chemical battery and chemical storage,Technology Sub-Type Unknown,Electro-chemical battery and chemical storage,Lithium-ion battery,,3,1500,500,1500
2014,Lithium-ion battery,Germany,Electro-chemical battery and chemical storage,Lithium-manganese oxide battery,Electro-chemical battery and chemical storage,Lithium-ion battery,Lithium-manganese oxide battery,1,100,100,100
2014,Lithium-ion battery,China,Electro-chemical battery and chemical storage,Lithium-iron phosphate battery,Electro-chemical battery and chemical storage,Lithium-ion battery,Lithium-iron phosphate battery,2,2000,1000,2000
2014,Lithium-ion battery,China,Electro-chemical battery and chemical storage,Lithium-iron phosphate battery,Electro-chemical battery and chemical storage,Lithium-ion battery,Lithium-iron phosphate battery,2,250,125,250
2014,Lithium-ion battery,South Korea,Electro-chemical battery and chemical storage,Technology Sub-Type Unknown,Electro-chemical battery and chemical storage,Lithium-ion battery,,0.5,2000,4000,2000
2014,Lithium-ion battery,United States,Electro-chemical battery and chemical storage,Technology Sub-Type Unknown,Electro-chemical battery and chemical storage,Lithium-ion battery,,1,30,30,30
2014,Lithium-ion battery,China,Electro-chemical battery and chemical storage,Lithium-iron phosphate battery,Electro-chemical battery and chemical storage,Lithium-ion battery,Lithium-iron phosphate battery,2,20000,10000,20000
2014,Lithium-ion battery,Italy,Electro-chemical battery and chemical storage,Technology Sub-Type Unknown,Electro-chemical battery and chemical storage,Lithium-ion battery,,1,2000,2000,2000
2014,Lithium-ion battery,United States,Electro-chemical battery and chemical storage,Technology Sub-Type Unknown,Electro-chemical battery and chemical storage,Lithium-ion battery,,1,30,30,30
2014,Lithium-ion battery,United States,Electro-chemical battery and chemical storage,Technology Sub-Type Unknown,Electro-chemical battery and chemical storage,Lithium-ion battery,,1,30,30,30
2014,Lithium-ion battery,United States,Electro-chemical battery and chemical storage,Technology Sub-Type Unknown,Electro-chemical battery and chemical storage,Lithium-ion battery,,1,30,30,30
2014,Lithium-ion battery,United States,Electro-chemical battery and chemical storage,Technology Sub-Type Unknown,Electro-chemical battery and chemical storage,Lithium-ion battery,,1,30,30,30
2014,Lithium-ion battery,Germany,Electro-chemical battery and chemical storage,Lithium-iron phosphate battery,Electro-chemical battery and chemical storage,Lithium-ion battery,Lithium-iron phosphate battery,2.7,135,50,135
2014,Lithium-ion battery,Japan,Electro-chemical battery and chemical storage,Lithium-ion titanate battery,Electro-chemical battery and chemical storage,Lithium-ion battery,Lithium-ion titanate battery,2.83,2830,1000,2830
2014,Lithium-ion battery,South Korea,Electro-chemical battery and chemical storage,Lithium polymer battery,Electro-chemical battery and chemical storage,Lithium-ion battery,Lithium polymer battery,1.7,425,250,425
2014,Lithium-ion battery,Spain,Electro-chemical battery and chemical storage,Lithium-nickel-manganese-cobalt battery,Electro-chemical battery and chemical storage,Lithium-ion battery,Lithium-nickel-manganese-cobalt battery,0.33,330,1000,330
2014,Lithium-ion battery,United States,Electro-chemical battery and chemical storage,Technology Sub-Type Unknown,Electro-chemical battery and chemical storage,Lithium-ion battery,,0,,150,0
2014,Lithium-ion battery,United States,Electro-chemical battery and chemical storage,Lithium-iron phosphate battery,Electro-chemical battery and chemical storage,Lithium-ion battery,Lithium-iron phosphate battery,0.65,2600,4000,2600
2014,Lithium-ion battery,United States,Electro-chemical battery and chemical storage,Lithium-iron phosphate battery,Electro-chemical battery and chemical storage,Lithium-ion battery,Lithium-iron phosphate battery,1.33,39.9,30,39.9
2014,Lithium-ion battery,Germany,Electro-chemical battery and chemical storage,Technology Sub-Type Unknown,Electro-chemical battery and chemical storage,Lithium-ion battery,,1,30,30,30
2014,Lithium-ion battery,United States,Electro-chemical battery and chemical storage,Lithium-iron phosphate battery,Electro-chemical battery and chemical storage,Lithium-ion battery,Lithium-iron phosphate battery,2,40,20,40
2014,Lithium-ion battery,Germany,Electro-chemical battery and chemical storage,Technology Sub-Type Unknown,Electro-chemical battery and chemical storage,Lithium-ion battery,,1,15000,15000,15000
2014,Lithium-ion battery,France,Electro-chemical battery and chemical storage,Technology Sub-Type Unknown,Electro-chemical battery and chemical storage,Lithium-ion battery,,1.92,480,250,480
2014,Lithium-ion battery,France,Electro-chemical battery and chemical storage,Technology Sub-Type Unknown,Electro-chemical battery and chemical storage,Lithium-ion battery,,2.57,84.81,33,84.81
