ID,Country Name,Technology Name,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Country Code,Unit,Data Source,Spatial Scale,Metric
Nitrogen Fertilizer_Annual Production_AE,United Arab Emirates,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,9000,157920,166520,211600,243800,243800,266394,228320,237841,232300,259700,230000,293600,258400,299600,258900,271860,243400,276900,363260,388680,379660,471500,377200,377200,377200,377200,377200,381300,326360,658460,933160,933160,933160,933160,933160,933160,933160,AE,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_AE,United Arab Emirates,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AE,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_AE,United Arab Emirates,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AE,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_GB,United Kingdom of Great Britain and Northern Ireland,Nitrogen Fertilizer,465600,513600,562200,598500,665900,732100,855000,840700,710000,747800,772200,751200,755400,997000,1055000,1071000,1199000,1147000,1316000,1167000,1270000,1399000,1372000,1360000,1309000,1316000,1105000,1150000,1100000,980000,850000,750000,803000,800000,729000,896000,919000,894000,760000,483000,520000,579000,495000,483000,458200,411300,489400,342000,336000,374000,358000,323500,306500,324600,358700,280300,306500,290500,290500,290500,GB,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_GB,United Kingdom of Great Britain and Northern Ireland,Phosphate Fertilizer,429600,414800,428400,443800,426500,415000,441000,444300,445200,539000,472900,467200,438000,455700,467100,445000,433000,420600,472000,326000,346000,324200,326100,335000,280000,285000,200000,230000,179000,134000,76000,96000,92000,66000,88000,111000,190000,119000,44000,43000,50000,45000,43000,59000,53000,53000,53000,52500,24000,26000,28000,25000,27000,25000,26000,0,0,0,0,0,GB,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_GB,United Kingdom of Great Britain and Northern Ireland,Potash Fertilizer,,,,,,,,,,,,,4600,12000,34000,49000,121000,172000,276000,307000,281000,261000,315000,329000,344000,409000,473600,444900,463000,488000,494000,530000,555000,580000,582000,618000,565000,608000,457000,601000,532000,540000,621400,539500,439000,429500,427000,403000,200000,293000,462000,540000,14000,18000,29000,35000,60000,49000,49000,49000,GB,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_TZ,United Republic of Tanzania,Nitrogen Fertilizer,,,,,,,,,,,,1600,1768,3770,4209,4047,5199,4400,7700,6100,8300,700,4966,8200,6487,7249,2601,739,4100,3425,2918,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,TZ,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_TZ,United Republic of Tanzania,Phosphate Fertilizer,,,,,,,,,,,,10400,10200,14663,14100,7096,10595,8900,4500,9400,11000,1954,4106,6300,5691,5227,2191,692,3100,1480,2800,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,TZ,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_TZ,United Republic of Tanzania,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,800,2200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,TZ,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_US,United States of America,Nitrogen Fertilizer,3042000,3490000,4012000,4465000,5081000,5546000,6607000,7139000,7562000,8161000,8091000,8433000,9158000,8474000,9591000,9787900,9495000,10076000,11180000,11825000,10523000,9000000,9401000,11370000,9457000,11176000,12162000,12728000,12576000,13124000,13557000,14006000,14415000,14017000,14244000,15226000,13786105,13499233,11230467,9903675,9922871,9386500,8583681,8969917,8317466,8168644,8516272,8063062,7632797,8233925,8590263,8391946.08,8897875,9132640,9452873,9969020.08,11346551.87,12749144.67,13261506.63,13261506.63,US,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_US,United States of America,Phosphate Fertilizer,2743000,3020000,3410000,3652000,4260000,4697000,4992000,4624000,5001000,5369000,5601000,5795000,6232000,6568000,6531000,7070400,7480000,8556000,9083000,9500000,7092000,7296000,8719000,9676000,7784000,8984000,9276000,9579000,9590000,10137000,11137000,10683000,10223000,11055000,10500000,10900000,9005161,9000907,8470326,7252309,8156949,7595800,7024700,6930800,6750500,6942200,6954200,5919300,5816600,6297200,6122800,6456300,6859200,6557800,6346000,6698300,6509200,4600400,4600400,4600400,US,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_US,United States of America,Potash Fertilizer,2329000,2328000,2508000,2516000,2592000,2811000,2456000,2488000,2205000,2259000,2207000,2441000,2363000,2075000,2099000,2344000,1975000,2286000,2245000,2052000,1635000,1687000,1500000,1282000,954000,1207000,1291000,1113000,1007000,1008000,938000,938000,842000,827000,843000,834000,1435264,902658,865463,810124,708834,822800,660000,793000,1200000,1100000,1100000,817926,524812,749070,825002,799778.74,826279,790679,617678.74,465578.74,391378.74,381578.74,369838.5,369838.5,US,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_UY,Uruguay,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,UY,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_UY,Uruguay,Phosphate Fertilizer,4000,4000,4500,5000,7000,31069,29948,43683,20194,26988,43400,36300,52187,62400,34524,17400,23900,20391,41248,30100,20200,17000,6000,10000,14000,20531,29000,15500,8600,12000,17000,17000,17000,10000,5000,9300,9300,9300,9500,15000,12000,12000,17888,15996,26179,22389,12780,8640,9000,19800,11000,25000,23000,16400,15500,20400,15200,18500,18500,18500,UY,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_UY,Uruguay,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,UY,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_UZ,Uzbekistan,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1017700,922400,673000,775500,825300,809300,731800,699800,681500,573000,623000,682400,718700,710900,812100,874900,916600,919700,925966.1,932232.2,977650,913649,976398.37,942721,944658,854805,847982,898303,373656.14,UZ,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_UZ,Uzbekistan,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340000,271500,129000,168200,194300,122100,141400,170900,116700,124600,145400,117700,134500,128500,128500,149200,148400,153500,135460,117420,130380,124840,125077.93,148421,142990,119090,140375,119447,63581.07,UZ,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_UZ,Uzbekistan,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,108000,125300,84610,96569,143383.26,138045,168000,182413,199109,137654.31,UZ,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_VE,Venezuela (Bolivarian Republic of),Nitrogen Fertilizer,,,13000,15000,17000,14000,15000,16886,14017,9554,5595,10375,6100,47700,49800,74700,75000,61740,102640,144700,165300,208300,208700,254700,254872,317618,342251,400200,370000,337000,374900,317000,362000,379000,456000,473500,451600,401500,383600,292400,464700,539500,533300,697400,689100,514890,732360,832480,623190,656580,626144.41,597289.66,472876.06,508842.92,426925.22,573300,531300,198300,198300,198300,VE,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_VE,Venezuela (Bolivarian Republic of),Phosphate Fertilizer,2000,2000,4000,4000,8000,9000,12000,12576,7867,8122,6159,19060,20350,21160,25206,17000,18000,14000,2200,23400,13800,38900,39500,53700,78983,66449,70012,65000,50000,57200,69500,46000,42000,91600,73000,69500,43600,72800,66500,50500,60000,36000,36000,37000,35900,36900,50000,54800,53200,40250,41457.44,41860.96,23695.53,28762.67,34632.54,71700,56100,70000,70000,70000,VE,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_VE,Venezuela (Bolivarian Republic of),Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,50500,53300,36800,34800,48000,48000,48000,VE,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_VN,Viet Nam,Nitrogen Fertilizer,,,,,,,,,,,,,,,,15000,15000,15000,15000,6302,4416,5060,9292,3588,6900,7728,9016,15100,11900,18400,42300,57000,60300,71100,79600,94500,117400,109800,231000,35000,46000,205382.18,229476.98,303959.72,388194,363636.44,443609.74,431272.54,439462.84,462488.14,461328.02,754400,967380,1011080,1039140,962458.67,1052485.22,998067.44,1099609.84,1647548.59,VN,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_VN,Viet Nam,Phosphate Fertilizer,75000,80000,96000,81000,65000,33000,18000,7000,33000,65000,96000,42000,41000,95000,100000,56300,126000,130000,30000,32800,28152,34536,38440,23780,59800,55100,55900,59100,55000,66000,98500,98600,114500,144400,163000,178800,194200,241900,390500,192000,215000,236655.28,264419.04,350243.54,447304,454332.34,501690.26,484981.22,458064.78,447792.52,472484.4,467862.32,465474,513923.04,344080,462150,486228.75,498576.29,510734.1,527996.91,VN,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_VN,Viet Nam,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VN,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_YE,Yemen,Nitrogen Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,YE,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_YE,Yemen,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,YE,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_YE,Yemen,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,YE,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_YU,Yugoslav SFR,Nitrogen Fertilizer,12960,20463,62923,87122,90131,99905,101047,119811,183340,266400,334600,359856,350242,370902,357533,389000,383900,395700,418700,391200,419000,412000,410000,550000,472000,523000,615000,630340,519869,460800,480000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YU,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_YU,Yugoslav SFR,Phosphate Fertilizer,70127,96481,131433,167633,133885,179146,203732,172502,143929,232900,230300,231129,268454,252459,237000,213000,229100,217600,269000,302000,343000,310000,349100,354000,338500,382200,365000,365164,319317,253000,225000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YU,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_ZM,Zambia,Nitrogen Fertilizer,,,,,,,,,,6124,8700,6900,4300,7600,3685,5025,9045,8040,8375,6365,4690,9335,7595,5025,2446,12082,14832,11215,3600,3500,4720,13700,10800,6000,4000,4100,4000,2300,1702,900,,,,,,,,,,,,,0,0,0,0,0,0,0,0,ZM,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_ZM,Zambia,Phosphate Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,8000,8300,10100,7200,7100,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,ZM,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_ZM,Zambia,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,ZM,metric tons,FAOSTAT,National,Annual Production
Nitrogen Fertilizer_Annual Production_ZW,Zimbabwe,Nitrogen Fertilizer,,,,,,,,,23000,36000,61000,58000,60000,65000,65000,60000,45000,50000,58600,72000,69930,64000,62300,64100,69670,73925,70456,74089,71730,83300,82700,66600,81800,94000,80700,86000,88400,74100,86000,71400,59500,55000,55900,47900,43100,39700,39200,21700,16000,30900,28000,20300,22200,25700,29300,11700,12300,13200,13200,13200,ZW,metric tons,FAOSTAT,National,Annual Production
Phosphate Fertilizer_Annual Production_ZW,Zimbabwe,Phosphate Fertilizer,11000,11000,15000,15000,20000,20000,25500,24500,28200,32500,35900,38000,51300,44500,45000,43000,30000,34600,36700,41800,39950,37500,44500,39700,46560,44845,40900,39400,38300,42300,43300,45900,38500,42000,40000,36000,33000,35500,38000,30000,26100,38200,34000,54100,45300,23600,24400,15500,9900,0,0,0,5600,3800,2000,2100,9500,8100,8100,8100,ZW,metric tons,FAOSTAT,National,Annual Production
Potash Fertilizer_Annual Production_ZW,Zimbabwe,Potash Fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,ZW,metric tons,FAOSTAT,National,Annual Production
